盗作	とうさく	Plagiat				
盗品	とうひん	Marchandise volée, butin				
塩	しお	Sel				
食塩	しょくえん	Sel de table				
塩分	えんぶん	Salinité, teneur en sel				
塩酸	えんさん	Acide chlorydrique				
塩水	しおみず、えんすい	Eau salée, saumure				
塩入れ	しおいれ	Salière				
凡人	ぼんじん	Personne ordinaire, commun des mortels				
平凡	へいぼん	Banal, ordinaire, médiocre				
凡才	ぼんさい	Talent ordinaire / médiocre				
凡例	はんれい	Avant-propos, remarque préliminaire, légende				
帆	ほ	Voile				
出帆	しゅっぱん	Départ, appareillage (bateau)				
帆走	はんそう	Navigation à la voile				
帆船	はんせん、ほぶね	Bateau à voile				
帆柱	ほばしら	Mât				
汎用	はんよう	À usages divers / multiples				
汎論	はんろん	Aperçu, exposé, résumé				
汎太平洋	はんたいへいよう	Pan-pacifique				
冒す	おかす	Oser, risquer, braver, défier; contracter; nuire, profaner				
冒険	ぼうけん	Aventure				
冒険小説	ぼうけんしょうせつ	Roman d'aventures				
冒頭	ぼうとう	Commencement, début (d'un discours)				
感冒	かんぼう	Rhume, coup de froid, refroidissement				
冒瀆	ぼうとく	Sacrilège, blasphème, profanation				
帽子	ぼうし	Chapeau, casquette, bonnet				
宇宙棒	うちゅうぼう	Casque d'astronaute				
赤帽	あかぼう	Casquette rouge; porteur (de bagages)				
無帽	むぼう	Nu-tête				
帽章	ぼうしょう	Insigne porté sur un couvre-chef)				
張る	はる	Tendre, étendre, étaler, couvrir; coller, aposer				
主張	しゅちょう	Insistance, affirmation				
出張	しゅっちょう	Voyage d'affaires				
出張所	しゅっちょうじょ	Succursale, agence				
引っ張る	ひっぱる	Tirer, traîner				
見張る	みはる	Garder, surveiller, avoir l'oeil sur				
手帳	てちょう	Carnet, agenda				
電話帳	でんわちょう	Annuaire du téléphone				
通帳	つうちょう	Livret de caisse				
貯金通帳	ちょきんつうちょう	Livret de caisse d'épargne				
帳面	ちょうめん	Registre, livre de comptes				
帳消し	ちょうけし	Annulation, radiation (dette), compensation				
伸びる	のびる	S'allonger, s'étendre, grandir, augmenter				
伸ばす	のばす	Allonger, prolonger, étirer				
伸べる	のべる	Tendre (la main), étirer				
伸張	しんちょう	Extension, expansion, élongation				
二伸	にしん	Post-scriptum, P.-S.				
伸び伸び	のびのび	À l'aise, sans contrainte / souci				
紳士	しんし	Homme, gentleman				
紳士用	しんしよう	Pour hommes				
紳士服	しんしふく	Vêtements pour hommes				
紳士協定	しんしきょうてい	Gentleman's agreement				
縮まる	ちぢまる	Se contracter, rétrécir				
縮む	ちぢむ	Se contracter, rétrécir				
縮める	ちぢめる	Raccourcir, écourter				
縮れる	ちぢれる	Friser, avoir les cheveux qui frisent				
縮らす	ちぢらす	Friser, crêper				
伸縮	しんしゅく	Extension et contraction, élasticité, flexibilité				
縮図	しゅくず	Réduction d'un dessin, copie réduite				
短縮	たんしゅく	Écourtement, raccourcissement, réduction				
宮廷	きゅうてい	Cour impériale				
法廷	ほうてい	Cour (de justice)				
開廷	かいてい	Ouverture d'une audience / procès				
出廷	しゅってい	Comparution à la cour (de justice)				
廷臣	ていしん	Courtisan, homme de cour				
庭	にわ	Jardin				
家庭	かてい	(Sa) maison; famille				
校庭	こうてい	Cour de l'école				
庭球	ていきゅう	Tennis				
庭園	ていえん	Jardin d'agrément				
前庭	まえにわ、ぜんてい	Jardin de devant				
拡大	かくだい	Agrandissement, élargissement				
拡大鏡	かくだいきょう	Loupe, verre grossissant				
拡張	かくちょう	Extension, expansion				
拡散	かくさん	Diffusion				
拡声器	かくせいき	Haut-parleur				
征服	せいふく	Conquérir, subjuguer				
征服者	せいふくしゃ	Conquérant				
出征	しゅっせい	Départ pour le front				
遠征	えんせい	Expédition (militaire); tournée (sportive)				
長征	ちょうせい	La Longue Marche (Chine)				
延ばす	のばす	Prolonger, différer, repousser				
延べる	のべる	Prolonger, différer, repousser				
延びる	のびる	Être différé / repoussé / prolongé				
延長	えんちょう	Prolongement				
延期	えんき	Ajournement, remise, report				
遅延	ちえん	Retard, délai				
引き延ばす	ひきのばす	Allonger, prolonger, agrandir (photo)				
誕生	たんじょう	Naissance				
誕生日	たんじょうび	Anniversaire				
誕生祝い	たんじょういわい	Fête d'anniversaire				
生誕	せいたん	Naissance				
生誕百年	せいたんひゃくねん	Centenaire de la naissance				
成績	せいせき	Résultats, note, performance				
成績表	せいせきひょう	Carnet de notes				
業績	ぎょうせき	Travail, résultat, performance				
功績	こうせき	Mérite, contribution				
実績	じっせき	Résultats réels / concrets				
負債	ふさい	Dette, emprunt, passif				
国債	こくさい	Emprunt / dette national(e)				
債券	さいけん	(Titre d')obligation				
債権者	さいけんしゃ	Créancier				
債務者	さいむしゃ	Débiteur				
皇后	こうごう	Impératrice				
皇后陛下	こうごうへいか	Sa Majesté l'impératrice				
皇太后	こうたいごう、こうたいこう	Impératrice douairière				
原稿	げんこう	Manuscrit				
原稿用紙	げんこうようし	Papier pour manuscrit				
草稿	そうこう	Brouillon, ébauche, esquisse, premier jet				
投稿	とうこう	Envoyer un article (à un journal / périodique)				
稿料	こうりょう	Honoraires pour un article / manuscrit				
移る	うつる	Déménager, se déplacer, changer; attraper (maladie)				
移す	うつす	Déplacer, transférer (personnel); infecter				
移動	いどう	Déplacement, migration				
移転	いてん	Déménager, transfert				
移民	いみん	Émigration, immigration, migrant				
移住民	いじゅうみん	Émigration, immigration, migrant				
移植	いしょく	Transplantation, greffe				
崩れる	くずれる	S'effondrer, s'écrouler				
崩す	くずす	Démolir, abattre, faire la monnaie, écrire cursivement				
崩御	ほうぎょ	Mort d'un empereur				
山崩れ	やまくずれ	Éboulement (de montagne)				
荷崩れ	にくずれ	Chute de la charge (d'un camion)				
裁く	さばく	juger, rendre un jugement				
裁つ	たつ	Tailler (un habit)				
裁判	さいばん	Jugement, procès				
裁決	さいけつ	Décision, jugement				
独裁	どくさい	Dictature				
洋裁	ようさい	Couture (de style occidental)				
載る	のる	Être imprimé, paraître; être placé (sur)/chargé				
載せる	のせる	Placer sur; charger; publier, insérer				
満載	まんさい	Être rempli / plein, pleine charge				
記載	きさい	Inscription, mention, enregistrement				
連載	れんさい	Feuilleton, série				
盆栽	ぼんさい	Bonsai, arbre nain en pot				
俗語	ぞくご	Langage parlé				
俗名	ぞくみょう	Nom séculier / porté de son vivant				
民俗	みんぞく	Peuple, race, ethnie				
風俗	ふうぞく	Moeurs, coutume; moralité publique				
通俗文学	つうぞくぶんがく	Littérature populaire				
欲する	ほっする	Désirer, vouloir				
欲しい	ほしい	Désirer, vouloir				
食欲	そくよく	Appétit				
性欲	せいよく	Désir charnel / sexuel				
欲望	よくぼう	Désir, envie, appétit				
無欲	みよく	Désintéressé, sans convoitise				
浴びる	あびる	Prendre un bain				
浴びせる	あびせる	Arroser, verser				
入浴	にゅうよく	Se baigner, prendre un bain				
浴室	よくしつ	Salle de bains				
海水浴場	かいすいよくじょう	Station balnéaire				
日光浴	にっこうよく	Bain de soleil				
浴衣	ゆかた	Kimono de coton pour l'été	当て字			
展望台	てんぼうだい	Plateforme d'observation				
親展	しんてん	Confidentiel, personnel				
進展	しんてん	Développement, évolution, progrès				
展示	てんじ	Exposition				
展示会	てんじかい	Exposition				
発展途上国	はってんとじょうこく	Pays en voie de développement				
殿	との	Seigneur				
殿	どの	M.				
宮殿	きゅうでん	Palais, chateau				
御殿	ごてん	Palais, chateau				
殿下	でんか	Son Altesse				
湯殿	ゆどの	Salle de bains				
縁	えん	Rapports, relations; mariage, parenté; destin; véranda				
縁	ふち	Bord, bordure, rebord, monture				
絶縁	ぜつえん	Rupture d'une relation; isolement (électrique)				
因縁	いんねん	Causalité, destin, fatalité				
縁側	えんがわ	Véranda, balcon, corridor extérieur				
額縁	がくぶち	Cadre (d'un tableau)				
墜落	ついらく	Tomber, s'écraser				
墜死	ついし	Chute mortelle				
撃墜	げきつい	Abattre (un avion)				
失墜	しっつい	Perte, déchéance				
遂げる	とげる	Accomplir, réaliser, mener à bonne fin				
遂行	すいこう	Exécution, accomplissement				
完遂	かんすい	Achèvement, accomplissement				
未遂	みすい	Tentative (ratée)				
殺人未遂	さつじんみすい	Tentative de meurtre				
自殺未遂	じさつむすい	Tentative de suicide				
やり遂げる	やりとげる	Accomplir, achever				
放逐	ほうちく	Expulsion, bannissement				
逐語訳	ちくごやく	Traduction mot à mot				
逐次	ちくじ	L'un après l'autre, successivement				
逐一	ちくいち	Un par un, en détail				
逐電	ちくでん	S'enfuir, disparaître, décamper, déguerpir				
懇ろ	ねんごろ	Amabilité, affabilité, amitié				
懇談会	こんだんかい	Conversation / entretien amical(e)				
懇親会	こんしんかい	Réunion amicale				
懇意	こんい	Intimité, amitié, familiarité				
懇切	こんせつ	Cordial, exhaustif, détaillé				
懇願	こんがん	Prière, supplication, demande pressante				
開墾	かいこん	Défrichement				
開墾地	かいこんち	Terrain défriché				
処分	しょぶん	Disposition, mesure; punition				
処置	しょち	Disposition, mesure				
処理	しょり	Traiter, arranger, gérer				
対処	たいしょ	Faire face à, prendre des mesures				
処女	しょじょ	Vierge				
根拠	こんきょ	Base, fondements				
拠点	きょてん	Base, position (militaire)				
準拠	じゅんきょ	Se fonder sur, se conformer à				
論拠	ろんきょ	Base d'un argument				
証拠	しょうこ	Preuve (juridique)				
善い	よい	Bien				
善悪	ぜんあく	Bien et mal; qualité (bonne ou mauvaise)				
善良	ぜんりょう	Bonté, vertu, honnêteté				
善意	ぜんい	Bonne(s) volonté / foi / intentions				
親善	しんぜん	Amitié				
改善	かいぜん	Amélioration, perfectionnement				
繕う	つくろう	Réparer, raccommoder				
修繕	しゅうぜん	Réparation, rectification				
営繕	えいぜん	Construction et maintenance				
食膳	しょくぜん	Table à manger				
一膳	いちぜん	Un bol (de riz); une paire (de baguettes)				
お膳立て	おぜんだて	Préparation (repas); préparatifs				
吉報	きっぽう	Bonnes nouvelles				
吉日	きちにち	Jour faste / propice				
不吉	ふきつ	Mauvais présage				
石部金吉	いしべきんきち	Homme de stricte morale, parangon de vertu				
吉田	よしだ	Yoshida (nom de famille)				
詰める	つめる	Remplir, fourrer, bourrer; (se) serrer				
詰まる	つまる	Être bouché / plein; rétrécir; être acculé				
詰む	つむ	Être échec et mat; être étroit / serré				
詰問	きつもん	Contre-interrogatoire, interrogatoire serré				
詰め込む	つめこむ	Bourrer à craquer				
気詰まり	きづまり	Être gêné, mal à l'aise				
喜ぶ	よろこぶ	Être joyeux, se réjouir				
喜劇	きげき	Comédie				
歓喜	かんき	Joie, allégresse				
狂喜	きょうき	Joie délirante, exultation, extase				
一喜一憂	いっきいちゆう	Joie et peine alternées				
大喜び	おおよろこび	Très grande joie				
樹木	じゅもく	Arbre				
果樹	かじゅ	Arbre fruitier				
樹皮	じゅひ	Écorce				
樹脂	じゅし	Résine				
樹立	じゅりつ	Établissement, fondation				
膨れる	ふくれる	(Se) gonfler, se dilater, lever (pâte); bouder				
膨らむ	ふくらむ	(Se) gonfler, se dilater, lever (pâte); bouder				
膨大	ぼうだい	Gonflement; énorme, immense				
膨張	ぼうちょう	Extension, expansion, dilatation				
膨れっ面	ふくれっつら	Bouder, faire la moue				
下膨れ	しもぶくれ	Joufflu				
肢体	したい	Membres; corps et membres				
下肢	かし	Membres inférieurs, jambes				
上肢	じょうし	Membres supérieurs, bras				
四肢	しし	Membre, extrémité				
鼓	つづみ	Tambour en forme de sablier				
太鼓	たいこ	Tambour				
鼓手	こしゅ	Tambour, joueur de tambour				
鼓動	こどう	Battement (du coeur)				
鼓舞	こぶ	Encouragement, exhortation				
髪	かみ	Cheveu				
散髪	さんぱつ	Coupe des cheveux, coiffure				
洗髪	せんぱつ	Laver les cheveux, shampoing				
間一髪	かんいっぱつ	D'un cheveu, de justesse, de peu				
金髪	きんぱつ	Blond				
白髪	はくはつ、しらが	Cheveux blancs / gris				
彫る	ほる	Graver, sculpter, ciseler				
彫像	ちょうぞう	Statue				
彫金	ちょうきん	Ciselure, gravure (du métal)				
木彫	もくちょう	Sculpture sur bois, travail du bois				
木彫り	きぼり	Sculpture sur bois				
浮き彫り	うきぼり	(Gravé) en relief, bosselage				
劣る	おとる	Être inférieur				
劣等	れっとう	Infériorité				
劣等感	れっとうかん	Complexe d'infériorité				
劣性	れっせい	Inférieur; récessif (hérédité)				
劣勢	れっせい	Infériorité, faiblesse, désavantage, handicap				
優劣	ゆうれつ	Supériorité et infériorité, mérites relatifs				
砂	すな	Sable				
砂利	じゃり	Gravier				
土砂降り	どしゃぶり	Pluie torrentielle, déluge				
土砂崩れ	どしゃくずれ	Éboulement de terrain				
砂浜	すなはま	Plage de sable				
砂時計	すなどけい	Sablier				
沙汰	さた	Nouvelle, message; instruction; affaire				
ご無沙汰	ごぶさた	Rester longtemps sans donner de nouvelles				
音沙汰	おとさた	Nouvelles				
秒	びょう	Seconde (temps)				
秒針	びょうしん	Aiguille des secondes				
数秒	すうびょう	Quelques / plusieurs secondes				
１分２０秒	いっぷんにじゅうびょう	1 minute 20 secondes				
秒読み	びょうよみ	Compte à rebours				
秒速５メートル	びょうそくごメートル	5 mètres par seconde				
抄録	しょうろく	Extrait résumé, abrégé				
抄本	しょうほん	Extrait (d'un texte)				
抄訳	しょうやく	Traduction abrégée				
詩抄	ししょう	Choix de poèmes				
奥妙	おうみょう	Secret, mystère				
妙案	みょうあん	Bonne / excellente idée				
妙技	みょうぎ	Talent extraordinaire				
妙手	みょうしゅ	Virtuose, expert, maître				
絶妙	ぜつみょう	Merveilleux, admirable, exquis				
杯	はい	(Numéral pour compter : verre / coupe / tasse plein(e))				
杯	さかずき	Coupe (à saké)				
一杯	いっぱい	Un verre de; une boisson; plein				
祝杯	しゅくはい	(Porter un) toast				
銀杯	ぎんぱい	Coupe d'argent				
枚	まい	Feuille; (numéral pour compter les objets minces / plats)				
紙一枚	かみいちまい	Une feuille de papier				
何枚	なんまい	Combien ? (feuilles / billets / vêtements)				
枚挙	まいきょ	Compte détaillé, énumération				
枚数	まいすう	Nombre de (feuilles)				
大枚	たいまい	Forte somme d'argent				
札	さつ	Monnaie de papier, billet				
札	ふだ	Étiquette, label, carte; talisman, amulette				
千円札	せんえんさつ	Billet de 1000 yens				
改札口	かいさつぐち	Guichet / barrière d'accès aux quais				
札束	さつたば	Liasse de billets				
標札	ひょうさつ	Plaque d'identité (à la porte d'une maison)				
表札	ひょうさつ	Plaque d'identité (à la porte d'une maison)				
冊	さつ	Livre (numéral pour compter les livres)				
十二冊	じゅうにさつ	12 livres / volumes				
別冊	べっさつ	Volume séparé / supplémentaire				
分冊	ぶんさつ	Fascicule, volumes séparés				
冊子	さっし	Livret, brochure				
短冊	たんざく	Bande de papier (pour écrire un poème)				
偏る	かたよる	Se mettre d'un côté, être partial				
不偏	ふへん	Impartialité, neutralité				
不偏不党	ふへんふとう	Impartialité, neutralité				
偏向	へんこう	Propension, tendance, penchant				
偏見	へんけん	Préjugé, parti pris				
偏食	へんしょく	Alimentation mal équilibrée				
偏差	へんさ	Déviation, écart				
遍歴	へんれき	Voyage, pérégrination; expériences variées				
遍路	へんろ	Pélerin				
一遍	いっぺん	Une fois, autrefois				
瓦	かわら	Tuile				
瓦解	がかい	Effondrement, chute				
瓦礫	がれき	Décombres, gravats; pacotille, camelote				
煉瓦	れんが	Brique				
瓦屋	かわらや	Maison avec toit de tuiles; couvreur				
瓦版	かわらばん	Journal imprimé sur tuile (période d'Edo)				
花瓶	かびん	Vase (à fleurs)				
瓶詰	びんづめ	Mis en bouteille				
ビール瓶	ビールびん	Bouteille de bière				
鉄瓶	てつびん	Bouilloire (en fonte)				
空き瓶	あきびん	Bouteille vide				
併せる	あわせる	Joindre, unir, fusionner				
合併	がっぺい	Union, fusion, annexation, combinaison				
併合	へいごう	Annexion, absorption, fusionnement				
併用	へいよう	Utiliser simultanément / ensemble				
併発	へいはつ	Complication (médicale)				
併記	へいき	Écrire l'un à côté de l'autre / sur la même page				
餅	もち	Gâteau de riz gluant				
焼き餅	やきもち	Gâteau de riz gluant grillé; jalousie				
柏餅	かしわもち	Gâteau de riz gluant enveloppé dans une feuille de chêne (fête des garçons, 5 mai)				
倫理	りんり	Éthique, morale				
倫理学	りんりがく	Éthique, morale (philosophie)				
人倫	じんりん	Morale, humanité, éthique				
不倫	ふりん	Immoralité, adultère				
絶倫	ぜつりん	Incomparable, sans égal / pareil				
輪	わ	Cercle, anneau, couronne, boucle				
車輪	しゃりん	Roue (de voiture)				
輪番	りんばん	Par roulement, à tour de rôle				
五輪(大会)	ごりん(たいかい)	Jeux Olympiques				
指輪	ゆびわ	Bague				
並ぶ	ならぶ	S'aligner, être en rang				
並べる	ならべる	Aligner, ranger l'un à côté de l'autre				
並びに	ならびに	Et, ainsi que				
並	なみ	Commun, ordinaire, moyen				
並行	へいこう	Parallèle				
並列	へいれつ	Être juxtaposé, aligné				
並木	なみき	Rangée / ligne d'arbres				
平年並み	へいねんなみ	Année normale, comme chaque année				
普通	ふつう	Ordinaire, courant				
普選	ふせん	Suffrage universel				
普通選挙	ふつうせんきょ	Suffrage universel				
普遍的	ふへんてき	Universel, général				
普請	ふしん	Construction, bâtiment				
普段	ふだん	Habituel, ordinaire, usuel				
楽譜	がくふ	Partition (musique)				
譜面	ふめん	Partition (musique)				
暗譜	あんぷ	Apprendre une partition par coeur				
年譜	ねんぷ	Chronique				
系譜	けいふ	Généalogie, arbre généalogique				
霊	たま	Esprit, âme				
霊肉	れいにく	Esprit / âme et corps				
亡霊	ぼうれい	Âme / esprit d'un mort; fantôme, revenant				
聖霊	せいれい	Le Saint Esprit				
霊園	れいえん	Cimetière				
万物の霊長	ばんぶつのれいちょう	Être humain, le roi de la création				
湿る	しめる	S'humidifier				
湿す	しめす	Humidifier, mouiller				
湿気	しっけ	Humidité				
湿度	しつど	(Degré d')humidité				
湿地	しっち	Terrain humide, marécage, marais				
湿布	しっぷ	Compresse, cataplasme				
露顕	ろけん	Découverte, révélation, dévoilement				
顕著	けんちょ	Remarquable, frappant				
顕花植物	けんかしょくぶつ	Plante phanérogame				
貴い	たっとい	Précieux, respectable, noble				
貴い	とうとい	Précieux, respectable, noble				
貴ぶ	たっとぶ	Apprécier / estimer grandement, respecter				
貴ぶ	とうとぶ	Apprécier / estimer grandement, respecter				
貴重	きちょう	Précieux, de valeur				
貴重品	きちょうひん	Objets de valeur				
貴族	きぞく	Noblesse, aristocratie; noble				
潰す	つぶす	Écraser, démolir, abattre (animal); tuer (temps)				
潰れる	つぶれる	Se briser, se rompre, s'effondrer				
崩潰	ほうかい	Écroulement, effondrement				
噛み潰す	かみつぶす	Broyer avec les dents				
遺伝	いでん	Héridité				
遺体	いたい	Corps, dépouille (mortelle)				
遺産	いさん	Héritage, biens, succession				
遺族	いぞく	Famille d'un défunt				
遺言	ゆいごん、いごん	Testament, dernières volontés				
遣わす	つかわす	Envoyer quelqu'un; donner				
遣う	つかう	Utiliser				
派遣	はけん	Envoyer en mission, détacher				
小遣い(銭)	こづかい(せん)	Argent de poche				
気遣い	きづかい	Attentions, sollicitude				
心遣い	こころづかい	Attentions, sollicitude				
追う	おう	Poursuivre, courir après, expulser				
追放	ついほう	Exil, expulsion, bannissement				
追求	ついきゅう	Poursuite (d'un but / voleur); rechercher				
追加	ついか	Supplément, addition				
追い風	おいかぜ	Vent arrière, vent favorable				
追い越す	おいこす	Dépasser, doubler				
迫る	せまる	Faire pression, forcer; approcher, se rapprocher				
切迫	せっぱく	Imminence, tension, urgence				
迫力	はくりょく	Force, intensité, puissance, énergie				
迫害	はくがい	Persécution				
窮迫	きゅうはく	Détresse, dénuement				
急迫	きゅうはく	Urgent, imminent, pressant				
画伯	がはく	Grand artiste / peintre				
伯母	おば	Tante (soeur aînée des parents)				
伯父	おじ	Oncle (frère aîné des parents)				
泊まる	とまる	Loger chez qqn				
泊める	とめる	Héberger				
宿泊	しゅくはく	Séjour (hôtel / pension)				
一泊	いっぱく	Une nuit (d'hôtel), une nuitée				
漂泊	ひょうはく	Vagabonder, errer				
泊り客	とまりきゃく	Client d'hôtel; hôte / invité (qui loge)				
拍手	はくしゅ	Battement de mains, applaudissement				
拍車	はくしゃ	Éperon				
拍子	ひょうし	Mesure, rythme; occasion, chance				
拍子木	ひょうしぎ	Claquoir, claquette				
脈拍	みゃくはく	Pouls				
帝国	ていこく	Empire				
帝国主義	ていこくしゅぎ	Impérialisme				
帝政	ていせい	Régime impérial				
皇帝	こうてい	Empereur				
カール大帝	カールたいてい	Charlemagne				
諦める	あきらめる	Renoncer, se résigner, abandonner				
諦観	ていかん	Comprendre le fond des choses; se résigner				
要諦	ようてい	Clé, secret, connaissances spéciales				
成功の要諦	せいこうのようてい	Secret / clé de la réussite				
締める	しめる	Serrer, fixer				
締まる	しまる	Se fermer				
条約の締結	じょうやくのていけつ	Conclusion d'un traité				
取り締まり	とりしまり	Contrôle, administration				
締め切り	しめきり	Date limite, clôture				
締め出す	しめだす	Se fermer à, fermer sa porte; exclure				
引き締める	ひきしめる	Resserer, tendre, raffermir				
訪ねる	たずねる	Rendre visite				
訪れる	おとずれる	Rendre visite				
訪問	ほうもん	Visite				
来訪	らいほう	Visite				
訪日	ほうにち	Visite au Japon				
訪客	ほうきゃく	Visiteur, hôte, invité				
探訪	たんぼう	Enquête, reportage, recherche (informations)				
妨げる	さまたげる	Empêcher, entraver, faire obstacle				
妨害	ぼうがい	Empêchement, obstacle, entrave				
傍ら	かたわら	Côté				
傍観	ぼうかん	Rester spectateur, regarder (avec indifférence)				
傍聴	ぼうちょう	Auditeur, audience				
傍系	ぼうけい	Ligne collatérale (généalogie)				
傍証	ぼうしょう	Preuve indirecte, indice				
傍受	ぼうじゅ	Capter / intercepter (ondes)				
亭主	ていしゅ	Hôte, aubergiste; mari				
料亭	りょうてい	Restaurant (de luxe japonais)				
停止	ていし	Suspension, arrêt				
停滞	ていたいい	Stagnation, immobilité				
調停	ちょうてい	Médiation, arbitrage				
停留所	ていりゅうじょ	Arrêt (de bus)				
各駅停車	かくえきていしゃ	(Train) omnibus				
管轄	かんかつ	Juridiction, compétence				
管轄官庁	かんかつかんちょう	Autorité compétente				
所轄	しょかつ	Juridiction				
統轄	とうかつ	Administration, gouvernement				
直轄	ちょっかつ	Surveillance / contrôle direct(e)				
軒	けん	(Numéral pour compter les bâtiments)				
軒	のき	Auvent, avant-toit				
一軒	いっけん	Une maison				
軒数	けんすう	Nombre de maison				
軒並	のきなみ	Rangée de maisons; partout, général				
軒先	のきさき	Avant-toit, auvent; façade de la maison				
汗	あせ	Sueur				
発汗	はっかん	Transpiration, sueur				
冷汗	れいかん、ひやあせ	Sueur froide				
汗顔	かんがん	Transpirer de honte				
幹	みき	Tronc (d'un arbre)				
幹部	かんぶ	Cadres, encadrement, direction				
幹事長	かんじちょう	Sécrétaire général				
根幹	こんかん	Coeur, noyau, racine, essentiel				
語幹	ごかん	Racine d'un mot				
新幹線	しんかんせん	Shinkansen, train à grande vitesse japonais				
乾く	かわく	(Intr.) sécher, devenir sec				
乾かす	かわかす	(Tr.) sécher, dessécher				
乾季	かんき	Saison sèche				
乾電池	かんでんち	Pile sèche				
乾物	かんぶつ	Denrées alimentaires séchées				
乾杯	かんぱい	(Porter un) toast; "À votre santé !"				
韓国	かんこく	Corée du sud				
日韓	にっかん	Japon et Corée du sud				
在韓	ざいかん	Résidant / stationné en Corée du sud				
綿	わた	Coton				
木綿	もめん	Coton				
綿布	めんぷ	Cotonnade				
綿織物	めんおりもの	Étoffe / articles en coton				
海綿	かいめん	Éponge				
綿密	めんみつ	Minutie, précision, soin				
錦	にしき	Brocard				
錦絵	にしきえ	Gravure sur bois colorée				
錦の御旗	にしきのみはた	Étandard du Tenno				
泉	いずみ	Source, fontaine				
温泉	おんせん	Source / station thermale				
冷泉	れいせん	Source d'eau froide				
泉水	せんすい	Bassin / pièce d'eau				
源泉	げんせん	Source				
平泉	ひらいずみ	Hiraizumi (ville du Tôhoku)				
甲状腺	こうじょうせん	Glande thyroïde				
乳腺	にゅうせん	Glande mammaire				
前立腺	ぜんちるせん	Prostate				
井泉	せいせん	Puits				
油井	ゆせい	Puits de pétrole				
天井	てんじょう	Plafond				
井戸	いど	Puits				
軽井沢	かるいざわ	Karuizawa (villégiature au N.-O. de Tôkyô)				
丼	どんぶり	Bol, bol de riz				
丼	どん	Bol, bol de riz				
天丼	てんどん	Bol de riz garni de tempura				
丼勘定	どんぶりかんじょう	Comptabilité négligée; estimation grossière				
囲む	かこむ	Entourer, enclore; assiéger				
囲う	かこう	Entourer, enclore; assiéger				
範囲	はんい	Étendue, champ, domaine, envergure				
周囲	しゅうい	Circonférence, environs, alentour				
包囲	ほうい	Encerclement, siège				
取り囲む	とりかこむ	Encercler, cerner, assiéger				
囚人	しゅうじん	Détenu, prisonnier				
未決囚	みけつしゅう	Prévenu, inculpé				
死刑囚	しけいしゅう	Condamné à mort				
女囚	じょしゅう	Prisonnière, détenue				
免囚	めんしゅう	Prisonnier libéré, ancien détenu				
耕す	たがやす	Labourer, cultiver				
耕地	こうち	Terre arable / cultivée				
耕作	こうさく	Culture, agriculture				
耕作物	こうさくぶつ	Produits de ferme				
農耕	のうこう	Culture, agriculture				
水耕(法)	すいこう(ほう)	Hydroculture				
消耗	しょうもう	Consommation, usure				
消耗品	しょうもうひん	Bien de consommation				
消耗戦	しょうもうせん	Guerre d'usure				
損耗	そんもう	Perte, usure				
減耗	げんもう、げんこう	Diminuer, décroître				
戸籍	こせき	Registre de l'état civil				
本籍	ほんせき	Domicile légal				
除籍	じょせき	Radier du registre de famille				
国籍	こくせき	Nationalité				
書籍	しょせき	Livres				
錯覚	さっかく	Illusion				
錯誤	さくご	Erreur				
錯乱	さくらん	Égarement, délire				
交錯	こうさく	Mélange, complexité, entrecroisement				
倒錯	とうさく	Perversion, inversion				
措置	そち	Mesure, pas				
報復措置	ほうふくそち	Représailles, contre-mesure				
拝む	おがむ	Prier, vénérer				
参拝	さんぱい	Aller prier dans un temple / sur une tombe				
礼拝	れいはい	Adoration, culte, service religieux				
拝見	はいけん	Voir, regarder (humble)				
拝借	はいしゃく	Emprunter				
拝み倒す	おがみたおす	Attendrir à force de prières, supplier				
家庭欄	かていらん	Rubrique familiale				
投書欄	とうしょらん	Colonne / page "courrier des lecteurs"				
欄外	らんがい	Marge (d'une page)				
空欄	くうらん	Espace blanc (typographie)				
欄干	らんかん	Balustrade, rampe (d'escalier), maincourante				
潤す	うるおす	Humecter, mouiller; enrichir, profiter à				
潤う	うるおう	S'humecter / mouiller; s'enrichir				
潤む	うるむ	Devenir humide / mouillé, se troubler				
浸潤	しんじゅん	Infiltration				
利潤	りじゅん	Profit				
潤色	じゅんしょく	Embellissement				
潤飾	じゅんしょく	Embellissement				
涼しい	すずしい	Frais, rafraîchissant				
涼む	すずむ	Prendre le frais, jouir de la fraîcheur				
清涼飲料	せいりょういんりょう	Boisson rafraîchissante				
涼味	りょうみ	Fraîcheur, air frais				
涼風	りょうふう、すずかぜ	Brise fraîche / rafraîchissante				
夕涼み	ゆうすずみ	Fraîcheur du soir				
凍る	こおる	Geler				
凍える	こごえる	Geler, s'engourdir				
冷凍器	れいとうき	Congélateur, freezer				
凍結	とうけつ	Gel; blocage (du crédit)				
凍傷	とうしょう	Engelure				
凍死	とうし	Mourir de froid				
凍え死に	こごえじに	Mourir de froid				
氷	こおり	Glace				
氷山	ひょうざん	Iceberg				
氷河	ひょうが	Glacier				
流氷	りゅうひょう	Glaces flottantes / en dérive, banquise				
氷点	ひょうてん	Point de gel				
氷点下	ひょうてんか	En-dessous du point de gel				
氷結	ひょうけつ	Geler, congeler				
永い	ながい	Long (durée); éternité; permanent				
永住	えいじゅう	Résidence permanente				
永遠	えいえん	Éternité				
永眠	えいみん	Sommeil éternel, mort				
